Sex,Division,Event,Year,Points,Shift
Women,World,100m,2012,1162,No
Women,World,100m,2013,1160,No
Women,World,100m,2014,1162,No
Women,World,100m,2015,1174,No
Women,World,100m,2016,1173,No
Women,World,100m,2017,1172,No
Women,World,100m,2018,1173,No
Women,World,100m,2019,1170,No
Women,World,100m,2021,1181,No
Women,World,100m,2022,1192,No
Women,World,100m,2023,1189,No
Women,World,1500m,2010,1154,No
Women,World,1500m,2011,1158,No
Women,World,1500m,2012,1161,No
Women,World,1500m,2013,1157,No
Women,World,1500m,2014,1159,No
Women,World,1500m,2015,1161,No
Women,World,1500m,2016,1164,No
Women,World,1500m,2017,1165,No
Women,World,1500m,2018,1164,No
Women,World,1500m,2019,1169,No
Women,World,1500m,2021,1177,No
Women,World,1500m,2022,1179,No
Women,World,1500m,2023,1187,No
Women,World,200m,2010,1142,No
Women,World,200m,2011,1149,No
Women,World,200m,2012,1158,No
Women,World,200m,2013,1149,No
Women,World,200m,2014,1150,No
Women,World,200m,2015,1163,No
Women,World,200m,2016,1168,No
Women,World,200m,2017,1163,No
Women,World,200m,2018,1167,No
Women,World,200m,2019,1159,No
Women,World,200m,2021,1173,No
Women,World,200m,2022,1179,No
Women,World,200m,2023,1182,No
Women,World,400m,2010,1139,No
Women,World,400m,2011,1144,No
Women,World,400m,2012,1152,No
Women,World,400m,2013,1147,No
Women,World,400m,2014,1146,No
Women,World,400m,2015,1149,No
Women,World,400m,2016,1150,No
Women,World,400m,2017,1149,No
Women,World,400m,2018,1154,No
Women,World,400m,2019,1151,No
Women,World,400m,2021,1167,No
Women,World,400m,2022,1164,No
Women,World,400m,2023,1172,No
Women,World,5000m,2010,1137,No
Women,World,5000m,2011,1137,No
Women,World,5000m,2012,1136,No
Women,World,5000m,2013,1134,No
Women,World,5000m,2014,1131,No
Women,World,5000m,2015,1135,No
Women,World,5000m,2016,1151,No
Women,World,5000m,2017,1149,No
Women,World,5000m,2018,1139,No
Women,World,5000m,2019,1157,No
Women,World,5000m,2021,1173,No
Women,World,5000m,2022,1166,No
Women,World,5000m,2023,1177,No
Women,World,800m,2010,1156,No
Women,World,800m,2011,1158,No
Women,World,800m,2012,1163,No
Women,World,800m,2013,1154,No
Women,World,800m,2014,1150,No
Women,World,800m,2015,1156,No
Women,World,800m,2016,1159,No
Women,World,800m,2017,1158,No
Women,World,800m,2018,1158,No
Women,World,800m,2019,1152,No
Women,World,800m,2021,1170,No
Women,World,800m,2022,1168,No
Women,World,800m,2023,1173,No
Women,World,Discus,2010,1056,No
Women,World,Discus,2011,1067,No
Women,World,Discus,2012,1083,No
Women,World,Discus,2013,1068,No
Women,World,Discus,2014,1068,No
Women,World,Discus,2015,1073,No
Women,World,Discus,2016,1083,No
Women,World,Discus,2017,1069,No
Women,World,Discus,2018,1064,No
Women,World,Discus,2019,1074,No
Women,World,Discus,2021,1087,No
Women,World,Discus,2022,1071,No
Women,World,Discus,2023,1075,No
Women,World,High Jump,2010,1134,No
Women,World,High Jump,2011,1131,No
Women,World,High Jump,2012,1139,No
Women,World,High Jump,2013,1137,No
Women,World,High Jump,2014,1133,No
Women,World,High Jump,2015,1132,No
Women,World,High Jump,2016,1136,No
Women,World,High Jump,2017,1130,No
Women,World,High Jump,2018,1122,No
Women,World,High Jump,2019,1135,No
Women,World,High Jump,2021,1137,No
Women,World,High Jump,2022,1133,No
Women,World,High Jump,2023,1131,No
Women,World,Javelin,2010,1050,No
Women,World,Javelin,2011,1057,No
Women,World,Javelin,2012,1073,No
Women,World,Javelin,2013,1059,No
Women,World,Javelin,2014,1065,No
Women,World,Javelin,2015,1076,No
Women,World,Javelin,2016,1078,No
Women,World,Javelin,2017,1078,No
Women,World,Javelin,2018,1069,No
Women,World,Javelin,2019,1078,No
Women,World,Javelin,2021,1080,No
Women,World,Javelin,2022,1078,No
Women,World,Javelin,2023,1076,No
Women,World,Long Jump,2010,1145,No
Women,World,Long Jump,2011,1150,No
Women,World,Long Jump,2012,1154,No
Women,World,Long Jump,2013,1141,No
Women,World,Long Jump,2014,1136,No
Women,World,Long Jump,2015,1150,No
Women,World,Long Jump,2016,1152,No
Women,World,Long Jump,2017,1140,No
Women,World,Long Jump,2018,1141,No
Women,World,Long Jump,2019,1146,No
Women,World,Long Jump,2021,1153,No
Women,World,Long Jump,2022,1147,No
Women,World,Long Jump,2023,1155,No
Women,World,Pole Vault,2010,1095,No
Women,World,Pole Vault,2011,1102,No
Women,World,Pole Vault,2012,1109,No
Women,World,Pole Vault,2013,1109,No
Women,World,Pole Vault,2014,1107,No
Women,World,Pole Vault,2015,1117,No
Women,World,Pole Vault,2016,1128,No
Women,World,Pole Vault,2017,1118,No
Women,World,Pole Vault,2018,1120,No
Women,World,Pole Vault,2019,1126,No
Women,World,Pole Vault,2021,1127,No
Women,World,Pole Vault,2022,1123,No
Women,World,Pole Vault,2023,1125,No
Women,World,Shot Put,2010,1061,No
Women,World,Shot Put,2011,1061,No
Women,World,Shot Put,2012,1077,No
Women,World,Shot Put,2013,1059,No
Women,World,Shot Put,2014,1058,No
Women,World,Shot Put,2015,1070,No
Women,World,Shot Put,2016,1083,No
Women,World,Shot Put,2017,1075,No
Women,World,Shot Put,2018,1076,No
Women,World,Shot Put,2019,1077,No
Women,World,Shot Put,2021,1092,No
Women,World,Shot Put,2022,1085,No
Women,World,Shot Put,2023,1084,No
Women,World,Triple Jump,2010,1122,No
Women,World,Triple Jump,2011,1135,No
Women,World,Triple Jump,2012,1135,No
Women,World,Triple Jump,2013,1126,No
Women,World,Triple Jump,2014,1117,No
Women,World,Triple Jump,2015,1117,No
Women,World,Triple Jump,2016,1120,No
Women,World,Triple Jump,2017,1110,No
Women,World,Triple Jump,2018,1120,No
Women,World,Triple Jump,2019,1120,No
Women,World,Triple Jump,2021,1125,No
Women,World,Triple Jump,2022,1117,No
Women,World,Triple Jump,2023,1120,No
Men,Kansas 1A,100m,2010,0,Yes
Men,Kansas 1A,100m,2011,-84,Yes
Men,Kansas 1A,100m,2012,-21,Yes
Men,Kansas 1A,100m,2013,-9,Yes
Men,Kansas 1A,100m,2014,5,Yes
Men,Kansas 1A,100m,2015,-8,Yes
Men,Kansas 1A,100m,2016,14,Yes
Men,Kansas 1A,100m,2017,13,Yes
Men,Kansas 1A,100m,2018,-29,Yes
Men,Kansas 1A,100m,2019,11,Yes
Men,Kansas 1A,100m,2021,-15,Yes
Men,Kansas 1A,100m,2022,-29,Yes
Men,Kansas 1A,100m,2023,-23,Yes
Men,Kansas 1A,1600m,2010,0,Yes
Men,Kansas 1A,1600m,2011,111,Yes
Men,Kansas 1A,1600m,2012,50,Yes
Men,Kansas 1A,1600m,2013,81,Yes
Men,Kansas 1A,1600m,2014,103,Yes
Men,Kansas 1A,1600m,2015,95,Yes
Men,Kansas 1A,1600m,2016,90,Yes
Men,Kansas 1A,1600m,2017,92,Yes
Men,Kansas 1A,1600m,2018,49,Yes
Men,Kansas 1A,1600m,2019,76,Yes
Men,Kansas 1A,1600m,2021,23,Yes
Men,Kansas 1A,1600m,2022,19,Yes
Men,Kansas 1A,1600m,2023,44,Yes
Men,Kansas 1A,200m,2010,0,Yes
Men,Kansas 1A,200m,2011,-6,Yes
Men,Kansas 1A,200m,2012,16,Yes
Men,Kansas 1A,200m,2013,12,Yes
Men,Kansas 1A,200m,2014,47,Yes
Men,Kansas 1A,200m,2015,16,Yes
Men,Kansas 1A,200m,2016,34,Yes
Men,Kansas 1A,200m,2017,49,Yes
Men,Kansas 1A,200m,2018,4,Yes
Men,Kansas 1A,200m,2019,24,Yes
Men,Kansas 1A,200m,2021,10,Yes
Men,Kansas 1A,200m,2022,-1,Yes
Men,Kansas 1A,200m,2023,16,Yes
Men,Kansas 1A,3200m,2010,0,Yes
Men,Kansas 1A,3200m,2011,128,Yes
Men,Kansas 1A,3200m,2012,-20,Yes
Men,Kansas 1A,3200m,2013,14,Yes
Men,Kansas 1A,3200m,2014,26,Yes
Men,Kansas 1A,3200m,2015,33,Yes
Men,Kansas 1A,3200m,2016,29,Yes
Men,Kansas 1A,3200m,2017,30,Yes
Men,Kansas 1A,3200m,2018,-8,Yes
Men,Kansas 1A,3200m,2019,8,Yes
Men,Kansas 1A,3200m,2021,-56,Yes
Men,Kansas 1A,3200m,2022,-78,Yes
Men,Kansas 1A,3200m,2023,-48,Yes
Men,Kansas 1A,400m,2010,0,Yes
Men,Kansas 1A,400m,2011,13,Yes
Men,Kansas 1A,400m,2012,-2,Yes
Men,Kansas 1A,400m,2013,13,Yes
Men,Kansas 1A,400m,2014,22,Yes
Men,Kansas 1A,400m,2015,17,Yes
Men,Kansas 1A,400m,2016,35,Yes
Men,Kansas 1A,400m,2017,22,Yes
Men,Kansas 1A,400m,2018,2,Yes
Men,Kansas 1A,400m,2019,-11,Yes
Men,Kansas 1A,400m,2021,-33,Yes
Men,Kansas 1A,400m,2022,-29,Yes
Men,Kansas 1A,400m,2023,-13,Yes
Men,Kansas 1A,800m,2010,0,Yes
Men,Kansas 1A,800m,2011,63,Yes
Men,Kansas 1A,800m,2012,4,Yes
Men,Kansas 1A,800m,2013,38,Yes
Men,Kansas 1A,800m,2014,68,Yes
Men,Kansas 1A,800m,2015,71,Yes
Men,Kansas 1A,800m,2016,101,Yes
Men,Kansas 1A,800m,2017,59,Yes
Men,Kansas 1A,800m,2018,39,Yes
Men,Kansas 1A,800m,2019,26,Yes
Men,Kansas 1A,800m,2021,-20,Yes
Men,Kansas 1A,800m,2022,-30,Yes
Men,Kansas 1A,800m,2023,6,Yes
Men,Kansas 1A,Discus,2010,0,Yes
Men,Kansas 1A,Discus,2011,-33,Yes
Men,Kansas 1A,Discus,2012,16,Yes
Men,Kansas 1A,Discus,2013,35,Yes
Men,Kansas 1A,Discus,2014,48,Yes
Men,Kansas 1A,Discus,2015,40,Yes
Men,Kansas 1A,Discus,2016,42,Yes
Men,Kansas 1A,Discus,2017,33,Yes
Men,Kansas 1A,Discus,2018,37,Yes
Men,Kansas 1A,Discus,2019,43,Yes
Men,Kansas 1A,Discus,2021,23,Yes
Men,Kansas 1A,Discus,2022,33,Yes
Men,Kansas 1A,Discus,2023,40,Yes
Men,Kansas 1A,High Jump,2010,0,Yes
Men,Kansas 1A,High Jump,2011,58,Yes
Men,Kansas 1A,High Jump,2012,-22,Yes
Men,Kansas 1A,High Jump,2013,2,Yes
Men,Kansas 1A,High Jump,2014,-5,Yes
Men,Kansas 1A,High Jump,2015,-21,Yes
Men,Kansas 1A,High Jump,2016,0,Yes
Men,Kansas 1A,High Jump,2017,-10,Yes
Men,Kansas 1A,High Jump,2018,-17,Yes
Men,Kansas 1A,High Jump,2019,-24,Yes
Men,Kansas 1A,High Jump,2021,-14,Yes
Men,Kansas 1A,High Jump,2022,1,Yes
Men,Kansas 1A,High Jump,2023,-13,Yes
Men,Kansas 1A,Javelin,2010,0,Yes
Men,Kansas 1A,Javelin,2011,-9,Yes
Men,Kansas 1A,Javelin,2012,-2,Yes
Men,Kansas 1A,Javelin,2013,9,Yes
Men,Kansas 1A,Javelin,2014,12,Yes
Men,Kansas 1A,Javelin,2015,9,Yes
Men,Kansas 1A,Javelin,2016,19,Yes
Men,Kansas 1A,Javelin,2017,13,Yes
Men,Kansas 1A,Javelin,2018,5,Yes
Men,Kansas 1A,Javelin,2019,-6,Yes
Men,Kansas 1A,Javelin,2021,-10,Yes
Men,Kansas 1A,Javelin,2022,-13,Yes
Men,Kansas 1A,Javelin,2023,-1,Yes
Men,Kansas 1A,Long Jump,2010,0,Yes
Men,Kansas 1A,Long Jump,2011,-13,Yes
Men,Kansas 1A,Long Jump,2012,2,Yes
Men,Kansas 1A,Long Jump,2013,20,Yes
Men,Kansas 1A,Long Jump,2014,39,Yes
Men,Kansas 1A,Long Jump,2015,11,Yes
Men,Kansas 1A,Long Jump,2016,34,Yes
Men,Kansas 1A,Long Jump,2017,20,Yes
Men,Kansas 1A,Long Jump,2018,24,Yes
Men,Kansas 1A,Long Jump,2019,28,Yes
Men,Kansas 1A,Long Jump,2021,39,Yes
Men,Kansas 1A,Long Jump,2022,33,Yes
Men,Kansas 1A,Long Jump,2023,32,Yes
Men,Kansas 1A,Shot Put,2010,0,Yes
Men,Kansas 1A,Shot Put,2011,-11,Yes
Men,Kansas 1A,Shot Put,2012,9,Yes
Men,Kansas 1A,Shot Put,2013,27,Yes
Men,Kansas 1A,Shot Put,2014,41,Yes
Men,Kansas 1A,Shot Put,2015,43,Yes
Men,Kansas 1A,Shot Put,2016,35,Yes
Men,Kansas 1A,Shot Put,2017,30,Yes
Men,Kansas 1A,Shot Put,2018,19,Yes
Men,Kansas 1A,Shot Put,2019,23,Yes
Men,Kansas 1A,Shot Put,2021,10,Yes
Men,Kansas 1A,Shot Put,2022,13,Yes
Men,Kansas 1A,Shot Put,2023,10,Yes
Men,Kansas 1A,Triple Jump,2010,0,Yes
Men,Kansas 1A,Triple Jump,2011,26,Yes
Men,Kansas 1A,Triple Jump,2012,-17,Yes
Men,Kansas 1A,Triple Jump,2013,17,Yes
Men,Kansas 1A,Triple Jump,2014,27,Yes
Men,Kansas 1A,Triple Jump,2015,24,Yes
Men,Kansas 1A,Triple Jump,2016,41,Yes
Men,Kansas 1A,Triple Jump,2017,17,Yes
Men,Kansas 1A,Triple Jump,2018,20,Yes
Men,Kansas 1A,Triple Jump,2019,33,Yes
Men,Kansas 1A,Triple Jump,2021,33,Yes
Men,Kansas 1A,Triple Jump,2022,30,Yes
Men,Kansas 1A,Triple Jump,2023,7,Yes
Women,Kansas 1A,100m,2010,0,Yes
Women,Kansas 1A,100m,2011,36,Yes
Women,Kansas 1A,100m,2012,0,Yes
Women,Kansas 1A,100m,2013,11,Yes
Women,Kansas 1A,100m,2014,24,Yes
Women,Kansas 1A,100m,2015,28,Yes
Women,Kansas 1A,100m,2016,56,Yes
Women,Kansas 1A,100m,2017,41,Yes
Women,Kansas 1A,100m,2018,31,Yes
Women,Kansas 1A,100m,2019,22,Yes
Women,Kansas 1A,100m,2021,15,Yes
Women,Kansas 1A,100m,2022,18,Yes
Women,Kansas 1A,100m,2023,31,Yes
Women,Kansas 1A,1600m,2010,0,Yes
Women,Kansas 1A,1600m,2011,104,Yes
Women,Kansas 1A,1600m,2012,-48,Yes
Women,Kansas 1A,1600m,2013,8,Yes
Women,Kansas 1A,1600m,2014,37,Yes
Women,Kansas 1A,1600m,2015,33,Yes
Women,Kansas 1A,1600m,2016,4,Yes
Women,Kansas 1A,1600m,2017,-3,Yes
Women,Kansas 1A,1600m,2018,-35,Yes
Women,Kansas 1A,1600m,2019,-5,Yes
Women,Kansas 1A,1600m,2021,-32,Yes
Women,Kansas 1A,1600m,2022,-62,Yes
Women,Kansas 1A,1600m,2023,7,Yes
Women,Kansas 1A,200m,2010,0,Yes
Women,Kansas 1A,200m,2011,70,Yes
Women,Kansas 1A,200m,2012,20,Yes
Women,Kansas 1A,200m,2013,27,Yes
Women,Kansas 1A,200m,2014,52,Yes
Women,Kansas 1A,200m,2015,58,Yes
Women,Kansas 1A,200m,2016,86,Yes
Women,Kansas 1A,200m,2017,69,Yes
Women,Kansas 1A,200m,2018,51,Yes
Women,Kansas 1A,200m,2019,55,Yes
Women,Kansas 1A,200m,2021,43,Yes
Women,Kansas 1A,200m,2022,37,Yes
Women,Kansas 1A,200m,2023,51,Yes
Women,Kansas 1A,3200m,2010,0,Yes
Women,Kansas 1A,3200m,2011,138,Yes
Women,Kansas 1A,3200m,2012,-84,Yes
Women,Kansas 1A,3200m,2013,-53,Yes
Women,Kansas 1A,3200m,2014,-92,Yes
Women,Kansas 1A,3200m,2015,-106,Yes
Women,Kansas 1A,3200m,2016,-97,Yes
Women,Kansas 1A,3200m,2017,-109,Yes
Women,Kansas 1A,3200m,2018,-143,Yes
Women,Kansas 1A,3200m,2019,-117,Yes
Women,Kansas 1A,3200m,2021,-133,Yes
Women,Kansas 1A,3200m,2022,-136,Yes
Women,Kansas 1A,3200m,2023,-109,Yes
Women,Kansas 1A,400m,2010,0,Yes
Women,Kansas 1A,400m,2011,68,Yes
Women,Kansas 1A,400m,2012,42,Yes
Women,Kansas 1A,400m,2013,39,Yes
Women,Kansas 1A,400m,2014,52,Yes
Women,Kansas 1A,400m,2015,58,Yes
Women,Kansas 1A,400m,2016,68,Yes
Women,Kansas 1A,400m,2017,72,Yes
Women,Kansas 1A,400m,2018,69,Yes
Women,Kansas 1A,400m,2019,48,Yes
Women,Kansas 1A,400m,2021,50,Yes
Women,Kansas 1A,400m,2022,29,Yes
Women,Kansas 1A,400m,2023,51,Yes
Women,Kansas 1A,800m,2010,0,Yes
Women,Kansas 1A,800m,2011,176,Yes
Women,Kansas 1A,800m,2012,48,Yes
Women,Kansas 1A,800m,2013,71,Yes
Women,Kansas 1A,800m,2014,94,Yes
Women,Kansas 1A,800m,2015,105,Yes
Women,Kansas 1A,800m,2016,90,Yes
Women,Kansas 1A,800m,2017,71,Yes
Women,Kansas 1A,800m,2018,54,Yes
Women,Kansas 1A,800m,2019,60,Yes
Women,Kansas 1A,800m,2021,55,Yes
Women,Kansas 1A,800m,2022,40,Yes
Women,Kansas 1A,800m,2023,70,Yes
Women,Kansas 1A,Discus,2010,0,Yes
Women,Kansas 1A,Discus,2011,10,Yes
Women,Kansas 1A,Discus,2012,-5,Yes
Women,Kansas 1A,Discus,2013,3,Yes
Women,Kansas 1A,Discus,2014,0,Yes
Women,Kansas 1A,Discus,2015,14,Yes
Women,Kansas 1A,Discus,2016,31,Yes
Women,Kansas 1A,Discus,2017,27,Yes
Women,Kansas 1A,Discus,2018,19,Yes
Women,Kansas 1A,Discus,2019,24,Yes
Women,Kansas 1A,Discus,2021,12,Yes
Women,Kansas 1A,Discus,2022,19,Yes
Women,Kansas 1A,Discus,2023,25,Yes
Women,Kansas 1A,High Jump,2010,0,Yes
Women,Kansas 1A,High Jump,2011,45,Yes
Women,Kansas 1A,High Jump,2012,35,Yes
Women,Kansas 1A,High Jump,2013,7,Yes
Women,Kansas 1A,High Jump,2014,17,Yes
Women,Kansas 1A,High Jump,2015,-14,Yes
Women,Kansas 1A,High Jump,2016,18,Yes
Women,Kansas 1A,High Jump,2017,26,Yes
Women,Kansas 1A,High Jump,2018,27,Yes
Women,Kansas 1A,High Jump,2019,1,Yes
Women,Kansas 1A,High Jump,2021,-14,Yes
Women,Kansas 1A,High Jump,2022,15,Yes
Women,Kansas 1A,High Jump,2023,28,Yes
Women,Kansas 1A,Javelin,2010,0,Yes
Women,Kansas 1A,Javelin,2011,3,Yes
Women,Kansas 1A,Javelin,2012,-7,Yes
Women,Kansas 1A,Javelin,2013,-8,Yes
Women,Kansas 1A,Javelin,2014,22,Yes
Women,Kansas 1A,Javelin,2015,34,Yes
Women,Kansas 1A,Javelin,2016,50,Yes
Women,Kansas 1A,Javelin,2017,46,Yes
Women,Kansas 1A,Javelin,2018,34,Yes
Women,Kansas 1A,Javelin,2019,21,Yes
Women,Kansas 1A,Javelin,2021,20,Yes
Women,Kansas 1A,Javelin,2022,28,Yes
Women,Kansas 1A,Javelin,2023,47,Yes
Women,Kansas 1A,Long Jump,2010,0,Yes
Women,Kansas 1A,Long Jump,2011,-4,Yes
Women,Kansas 1A,Long Jump,2012,21,Yes
Women,Kansas 1A,Long Jump,2013,14,Yes
Women,Kansas 1A,Long Jump,2014,31,Yes
Women,Kansas 1A,Long Jump,2015,35,Yes
Women,Kansas 1A,Long Jump,2016,41,Yes
Women,Kansas 1A,Long Jump,2017,49,Yes
Women,Kansas 1A,Long Jump,2018,46,Yes
Women,Kansas 1A,Long Jump,2019,44,Yes
Women,Kansas 1A,Long Jump,2021,46,Yes
Women,Kansas 1A,Long Jump,2022,37,Yes
Women,Kansas 1A,Long Jump,2023,47,Yes
Women,Kansas 1A,Shot Put,2010,0,Yes
Women,Kansas 1A,Shot Put,2011,6,Yes
Women,Kansas 1A,Shot Put,2012,7,Yes
Women,Kansas 1A,Shot Put,2013,13,Yes
Women,Kansas 1A,Shot Put,2014,8,Yes
Women,Kansas 1A,Shot Put,2015,15,Yes
Women,Kansas 1A,Shot Put,2016,36,Yes
Women,Kansas 1A,Shot Put,2017,30,Yes
Women,Kansas 1A,Shot Put,2018,32,Yes
Women,Kansas 1A,Shot Put,2019,42,Yes
Women,Kansas 1A,Shot Put,2021,30,Yes
Women,Kansas 1A,Shot Put,2022,36,Yes
Women,Kansas 1A,Shot Put,2023,33,Yes
Women,Kansas 1A,Triple Jump,2010,0,Yes
Women,Kansas 1A,Triple Jump,2011,55,Yes
Women,Kansas 1A,Triple Jump,2012,-5,Yes
Women,Kansas 1A,Triple Jump,2013,2,Yes
Women,Kansas 1A,Triple Jump,2014,4,Yes
Women,Kansas 1A,Triple Jump,2015,7,Yes
Women,Kansas 1A,Triple Jump,2016,15,Yes
Women,Kansas 1A,Triple Jump,2017,23,Yes
Women,Kansas 1A,Triple Jump,2018,30,Yes
Women,Kansas 1A,Triple Jump,2019,16,Yes
Women,Kansas 1A,Triple Jump,2021,1,Yes
Women,Kansas 1A,Triple Jump,2022,22,Yes
Women,Kansas 1A,Triple Jump,2023,17,Yes
Men,Kansas 3A,100m,2010,0,Yes
Men,Kansas 3A,100m,2011,-100,Yes
Men,Kansas 3A,100m,2012,25,Yes
Men,Kansas 3A,100m,2013,9,Yes
Men,Kansas 3A,100m,2014,38,Yes
Men,Kansas 3A,100m,2015,44,Yes
Men,Kansas 3A,100m,2016,67,Yes
Men,Kansas 3A,100m,2017,53,Yes
Men,Kansas 3A,100m,2018,55,Yes
Men,Kansas 3A,100m,2019,60,Yes
Men,Kansas 3A,100m,2021,73,Yes
Men,Kansas 3A,100m,2022,54,Yes
Men,Kansas 3A,100m,2023,82,Yes
Men,Kansas 3A,1600m,2010,0,Yes
Men,Kansas 3A,1600m,2011,-24,Yes
Men,Kansas 3A,1600m,2012,35,Yes
Men,Kansas 3A,1600m,2013,34,Yes
Men,Kansas 3A,1600m,2014,50,Yes
Men,Kansas 3A,1600m,2015,64,Yes
Men,Kansas 3A,1600m,2016,74,Yes
Men,Kansas 3A,1600m,2017,87,Yes
Men,Kansas 3A,1600m,2018,82,Yes
Men,Kansas 3A,1600m,2019,93,Yes
Men,Kansas 3A,1600m,2021,114,Yes
Men,Kansas 3A,1600m,2022,134,Yes
Men,Kansas 3A,1600m,2023,142,Yes
Men,Kansas 3A,200m,2010,0,Yes
Men,Kansas 3A,200m,2011,-6,Yes
Men,Kansas 3A,200m,2012,55,Yes
Men,Kansas 3A,200m,2013,33,Yes
Men,Kansas 3A,200m,2014,72,Yes
Men,Kansas 3A,200m,2015,72,Yes
Men,Kansas 3A,200m,2016,89,Yes
Men,Kansas 3A,200m,2017,91,Yes
Men,Kansas 3A,200m,2018,87,Yes
Men,Kansas 3A,200m,2019,89,Yes
Men,Kansas 3A,200m,2021,104,Yes
Men,Kansas 3A,200m,2022,93,Yes
Men,Kansas 3A,200m,2023,112,Yes
Men,Kansas 3A,3200m,2010,0,Yes
Men,Kansas 3A,3200m,2011,11,Yes
Men,Kansas 3A,3200m,2012,-5,Yes
Men,Kansas 3A,3200m,2013,-8,Yes
Men,Kansas 3A,3200m,2014,4,Yes
Men,Kansas 3A,3200m,2015,38,Yes
Men,Kansas 3A,3200m,2016,34,Yes
Men,Kansas 3A,3200m,2017,64,Yes
Men,Kansas 3A,3200m,2018,57,Yes
Men,Kansas 3A,3200m,2019,66,Yes
Men,Kansas 3A,3200m,2021,80,Yes
Men,Kansas 3A,3200m,2022,93,Yes
Men,Kansas 3A,3200m,2023,103,Yes
Men,Kansas 3A,400m,2010,0,Yes
Men,Kansas 3A,400m,2011,185,Yes
Men,Kansas 3A,400m,2012,119,Yes
Men,Kansas 3A,400m,2013,90,Yes
Men,Kansas 3A,400m,2014,133,Yes
Men,Kansas 3A,400m,2015,123,Yes
Men,Kansas 3A,400m,2016,138,Yes
Men,Kansas 3A,400m,2017,141,Yes
Men,Kansas 3A,400m,2018,141,Yes
Men,Kansas 3A,400m,2019,137,Yes
Men,Kansas 3A,400m,2021,144,Yes
Men,Kansas 3A,400m,2022,142,Yes
Men,Kansas 3A,400m,2023,152,Yes
Men,Kansas 3A,800m,2010,0,Yes
Men,Kansas 3A,800m,2011,30,Yes
Men,Kansas 3A,800m,2012,32,Yes
Men,Kansas 3A,800m,2013,-4,Yes
Men,Kansas 3A,800m,2014,25,Yes
Men,Kansas 3A,800m,2015,24,Yes
Men,Kansas 3A,800m,2016,67,Yes
Men,Kansas 3A,800m,2017,52,Yes
Men,Kansas 3A,800m,2018,52,Yes
Men,Kansas 3A,800m,2019,56,Yes
Men,Kansas 3A,800m,2021,90,Yes
Men,Kansas 3A,800m,2022,73,Yes
Men,Kansas 3A,800m,2023,105,Yes
Men,Kansas 3A,Discus,2010,0,Yes
Men,Kansas 3A,Discus,2011,-13,Yes
Men,Kansas 3A,Discus,2012,20,Yes
Men,Kansas 3A,Discus,2013,32,Yes
Men,Kansas 3A,Discus,2014,25,Yes
Men,Kansas 3A,Discus,2015,22,Yes
Men,Kansas 3A,Discus,2016,40,Yes
Men,Kansas 3A,Discus,2017,42,Yes
Men,Kansas 3A,Discus,2018,45,Yes
Men,Kansas 3A,Discus,2019,74,Yes
Men,Kansas 3A,Discus,2021,49,Yes
Men,Kansas 3A,Discus,2022,68,Yes
Men,Kansas 3A,Discus,2023,86,Yes
Men,Kansas 3A,High Jump,2010,0,Yes
Men,Kansas 3A,High Jump,2011,25,Yes
Men,Kansas 3A,High Jump,2012,-31,Yes
Men,Kansas 3A,High Jump,2013,-25,Yes
Men,Kansas 3A,High Jump,2014,-14,Yes
Men,Kansas 3A,High Jump,2015,-16,Yes
Men,Kansas 3A,High Jump,2016,-13,Yes
Men,Kansas 3A,High Jump,2017,-16,Yes
Men,Kansas 3A,High Jump,2018,-2,Yes
Men,Kansas 3A,High Jump,2019,-33,Yes
Men,Kansas 3A,High Jump,2021,-15,Yes
Men,Kansas 3A,High Jump,2022,-4,Yes
Men,Kansas 3A,High Jump,2023,-28,Yes
Men,Kansas 3A,Javelin,2010,0,Yes
Men,Kansas 3A,Javelin,2011,13,Yes
Men,Kansas 3A,Javelin,2012,23,Yes
Men,Kansas 3A,Javelin,2013,47,Yes
Men,Kansas 3A,Javelin,2014,43,Yes
Men,Kansas 3A,Javelin,2015,40,Yes
Men,Kansas 3A,Javelin,2016,46,Yes
Men,Kansas 3A,Javelin,2017,52,Yes
Men,Kansas 3A,Javelin,2018,66,Yes
Men,Kansas 3A,Javelin,2019,42,Yes
Men,Kansas 3A,Javelin,2021,25,Yes
Men,Kansas 3A,Javelin,2022,42,Yes
Men,Kansas 3A,Javelin,2023,59,Yes
Men,Kansas 3A,Long Jump,2010,0,Yes
Men,Kansas 3A,Long Jump,2011,9,Yes
Men,Kansas 3A,Long Jump,2012,39,Yes
Men,Kansas 3A,Long Jump,2013,50,Yes
Men,Kansas 3A,Long Jump,2014,66,Yes
Men,Kansas 3A,Long Jump,2015,54,Yes
Men,Kansas 3A,Long Jump,2016,81,Yes
Men,Kansas 3A,Long Jump,2017,70,Yes
Men,Kansas 3A,Long Jump,2018,63,Yes
Men,Kansas 3A,Long Jump,2019,83,Yes
Men,Kansas 3A,Long Jump,2021,91,Yes
Men,Kansas 3A,Long Jump,2022,82,Yes
Men,Kansas 3A,Long Jump,2023,101,Yes
Men,Kansas 3A,Shot Put,2010,0,Yes
Men,Kansas 3A,Shot Put,2011,-4,Yes
Men,Kansas 3A,Shot Put,2012,6,Yes
Men,Kansas 3A,Shot Put,2013,19,Yes
Men,Kansas 3A,Shot Put,2014,17,Yes
Men,Kansas 3A,Shot Put,2015,18,Yes
Men,Kansas 3A,Shot Put,2016,27,Yes
Men,Kansas 3A,Shot Put,2017,18,Yes
